,Transaction Amount,MCC,Customer Age,Year,Month,Day,Hour,Minute,Transaction Type_Credit,Transaction Type_Debit,Transaction Type_Online Transfer,Fraudulent
7078,36303.0,5812,24.0,2024,3,28,18,37,0,0,1,1.0
7079,34016.0,5411,61.0,2023,10,15,23,35,0,0,1,1.0
7080,493.0,5411,28.0,2023,8,16,23,41,0,1,0,1.0
7081,86656.0,5912,24.0,2024,4,25,18,4,0,1,0,1.0
7082,91858.0,5812,53.0,2024,1,31,16,50,1,0,0,1.0
7083,60886.0,5411,27.0,2023,11,29,3,10,0,1,0,1.0
7084,70975.0,5912,72.0,2024,4,13,20,29,1,0,0,1.0
7085,35957.0,5999,55.0,2024,8,2,8,21,0,1,0,1.0
7086,87729.0,5912,40.0,2024,3,13,9,36,1,0,0,1.0
7087,50492.0,5814,19.0,2024,4,19,22,47,0,0,1,1.0
7088,603.0,5814,78.0,2023,7,18,15,43,0,0,1,1.0
7089,94246.0,5814,20.0,2023,1,11,19,11,0,1,0,1.0
7090,27345.0,5814,53.0,2023,7,19,19,19,0,0,1,1.0
7091,77609.0,5999,47.0,2023,12,24,16,27,0,1,0,1.0
7092,84085.0,5999,43.0,2023,4,8,6,30,0,0,1,1.0
7093,23336.0,5999,77.0,2023,7,13,0,20,0,0,1,1.0
7094,3340.0,5912,62.0,2023,11,11,1,23,0,0,1,1.0
7095,56710.0,5999,27.0,2023,2,12,15,54,1,0,0,1.0
7096,943.0,5912,60.0,2024,1,31,7,57,0,1,0,1.0
7097,13134.0,5814,23.0,2023,7,17,6,31,0,0,1,1.0
7098,46317.0,5999,21.0,2023,11,13,13,1,0,1,0,1.0
7099,5271.0,5912,45.0,2023,8,19,5,16,0,1,0,1.0
7100,391.0,5411,50.0,2023,9,24,4,27,0,1,0,1.0
7101,38959.0,5814,72.0,2023,12,21,18,34,1,0,0,1.0
7102,37712.0,5812,18.0,2023,4,9,21,16,1,0,0,1.0
7103,70663.0,5812,60.0,2024,1,3,1,19,0,0,1,1.0
7104,59.0,5814,59.0,2023,2,9,16,4,0,0,1,1.0
7105,51575.0,5912,48.0,2024,9,5,23,24,0,0,1,1.0
7106,33879.0,5812,60.0,2023,12,30,22,39,1,0,0,1.0
7107,10266.0,5814,19.0,2024,3,3,2,3,0,0,1,1.0
7108,18127.0,5812,46.0,2023,5,19,20,53,0,1,0,1.0
7109,36523.0,5999,52.0,2024,8,5,1,21,0,1,0,1.0
7110,74869.0,5912,47.0,2023,10,28,12,50,1,0,0,1.0
7111,64942.0,5912,23.0,2023,6,8,4,41,1,0,0,1.0
7112,909.0,5999,63.0,2023,11,23,20,8,0,0,1,1.0
7113,9429.0,5411,25.0,2024,2,19,1,48,0,0,1,1.0
7114,38742.0,5411,59.0,2023,8,19,15,39,0,0,1,1.0
7115,1888.0,5999,66.0,2024,2,15,6,44,1,0,0,1.0
7116,76884.0,5912,58.0,2023,8,15,12,4,0,1,0,1.0
7117,13305.0,5912,59.0,2023,12,15,21,19,0,1,0,1.0
7118,26769.0,5912,78.0,2024,3,15,11,54,0,1,0,1.0
7119,80195.0,5411,69.0,2023,5,26,16,5,1,0,0,1.0
7120,880.0,5912,34.0,2024,3,28,0,46,0,0,1,1.0
7121,89858.0,5411,35.0,2024,9,3,4,21,0,0,1,1.0
7122,39903.0,5999,30.0,2024,3,21,4,51,0,0,1,1.0
7123,29793.0,5812,60.0,2023,8,29,4,21,0,0,1,1.0
7124,55565.0,5912,71.0,2024,8,3,11,45,0,1,0,1.0
7125,29880.0,5999,38.0,2023,5,9,4,46,0,1,0,1.0
7126,6475.0,5999,48.0,2023,10,23,17,33,0,0,1,1.0
7127,45155.0,5912,67.0,2023,11,22,3,37,0,0,1,1.0
7128,671.0,5912,56.0,2023,9,11,15,18,0,0,1,1.0
7129,29624.0,5912,32.0,2023,9,30,3,35,0,1,0,1.0
7130,82904.0,5812,60.0,2023,12,23,3,30,0,0,1,1.0
7131,73789.0,5812,43.0,2024,4,28,13,52,0,1,0,1.0
7132,45846.0,5912,71.0,2024,2,5,16,2,0,1,0,1.0
7133,78238.0,5814,40.0,2024,1,5,18,54,1,0,0,1.0
7134,93382.0,5814,24.0,2024,4,13,9,2,1,0,0,1.0
7135,49727.0,5812,72.0,2023,10,30,19,54,0,0,1,1.0
7136,644.0,5912,19.0,2024,4,17,6,0,0,0,1,1.0
7137,52611.0,5912,33.0,2023,8,13,3,49,0,1,0,1.0
7138,25212.0,5912,65.0,2023,6,25,15,23,0,1,0,1.0
7139,60858.0,5814,64.0,2023,8,30,11,17,0,1,0,1.0
7140,506.0,5999,76.0,2023,9,24,8,40,1,0,0,1.0
7141,76943.0,5999,70.0,2023,8,22,0,8,1,0,0,1.0
7142,35567.0,5812,48.0,2023,11,21,14,50,1,0,0,1.0
7143,44561.0,5999,57.0,2023,8,19,12,38,0,1,0,1.0
7144,511.0,5912,27.0,2024,1,28,14,28,0,0,1,1.0
7145,15468.0,5411,68.0,2024,5,4,16,53,1,0,0,1.0
7146,82985.0,5912,25.0,2024,4,18,16,59,1,0,0,1.0
7147,49586.0,5999,57.0,2023,10,27,3,57,0,1,0,1.0
7148,8958.0,5411,28.0,2023,1,8,2,12,0,0,1,1.0
7149,29074.0,5814,24.0,2023,8,28,15,47,0,1,0,1.0
7150,63959.0,5912,33.0,2023,11,7,10,44,0,0,1,1.0
7151,64609.0,5999,63.0,2023,6,30,11,49,0,0,1,1.0
7152,307.0,5411,67.0,2023,7,21,0,56,1,0,0,1.0
7153,67746.0,5812,35.0,2024,10,4,20,41,0,1,0,1.0
7154,82965.0,5999,66.0,2023,3,10,3,40,0,0,1,1.0
7155,59230.0,5814,44.0,2024,6,1,13,9,0,1,0,1.0
7156,39016.0,5912,70.0,2023,11,30,22,6,0,0,1,1.0
7157,30098.0,5912,24.0,2023,8,25,23,21,0,0,1,1.0
7158,42145.0,5912,52.0,2023,3,12,0,0,0,1,0,1.0
7159,37767.0,5912,24.0,2023,12,19,2,49,0,0,1,1.0
7160,991.0,5411,28.0,2023,9,6,22,18,0,1,0,1.0
7161,50388.0,5912,52.0,2024,5,5,8,50,0,1,0,1.0
7162,42486.0,5814,42.0,2023,11,24,20,25,1,0,0,1.0
7163,46287.0,5411,42.0,2024,2,2,17,3,0,0,1,1.0
7164,49390.0,5999,67.0,2023,10,16,5,12,0,0,1,1.0
7165,17529.0,5912,51.0,2024,4,14,16,24,0,0,1,1.0
7166,86437.0,5411,25.0,2023,8,26,0,59,0,0,1,1.0
7167,80363.0,5411,45.0,2024,1,13,1,24,1,0,0,1.0
7168,453.0,5814,71.0,2023,5,26,21,47,1,0,0,1.0
7169,70488.0,5411,66.0,2023,9,23,18,23,0,0,1,1.0
7170,16718.0,5814,41.0,2023,9,17,7,11,0,0,1,1.0
7171,53048.0,5812,61.0,2023,10,30,0,38,0,1,0,1.0
7172,43655.0,5812,56.0,2024,10,5,7,24,0,1,0,1.0
7173,91483.0,5999,34.0,2024,3,25,9,36,0,1,0,1.0
7174,2318.0,5411,56.0,2023,10,7,20,20,0,1,0,1.0
7175,11564.0,5814,67.0,2023,6,15,21,32,0,0,1,1.0
7176,517.0,5814,41.0,2023,5,18,10,29,0,1,0,1.0
7177,56958.0,5411,53.0,2023,7,31,8,13,0,0,1,1.0
7178,53974.0,5812,31.0,2023,9,18,13,15,0,1,0,1.0
7179,43994.0,5812,25.0,2023,7,12,16,0,0,0,1,1.0
7180,991.0,5814,33.0,2023,3,12,23,37,0,1,0,1.0
7181,53817.0,5814,62.0,2023,10,10,1,51,0,1,0,1.0
7182,24075.0,5814,44.0,2023,7,22,23,54,0,1,0,1.0
7183,24649.0,5814,23.0,2023,4,12,5,33,0,0,1,1.0
7184,328.0,5411,19.0,2024,1,19,9,5,1,0,0,1.0
7185,72379.0,5912,63.0,2023,7,14,22,15,1,0,0,1.0
7186,66395.0,5812,54.0,2023,4,6,18,57,0,1,0,1.0
7187,41834.0,5411,71.0,2023,6,6,21,26,1,0,0,1.0
7188,49939.0,5812,35.0,2023,11,26,6,59,0,1,0,1.0
7189,75223.0,5411,78.0,2023,11,8,17,29,1,0,0,1.0
7190,70541.0,5999,45.0,2023,8,24,2,20,1,0,0,1.0
7191,77045.0,5999,29.0,2024,4,16,22,37,0,0,1,1.0
7192,654.0,5912,35.0,2023,8,17,12,59,1,0,0,1.0
7193,62244.0,5999,58.0,2023,8,7,1,34,0,0,1,1.0
7194,42798.0,5411,33.0,2024,3,19,4,33,0,0,1,1.0
7195,43707.0,5814,56.0,2024,9,2,1,29,1,0,0,1.0
7196,29896.0,5912,25.0,2023,8,12,2,53,0,1,0,1.0
7197,22248.0,5999,50.0,2023,11,25,8,32,0,1,0,1.0
7198,60003.0,5999,59.0,2024,3,16,16,54,0,0,1,1.0
7199,40493.0,5999,52.0,2024,4,22,21,30,1,0,0,1.0
7200,255.0,5912,71.0,2023,4,6,14,0,1,0,0,1.0
7201,92229.0,5814,57.0,2024,2,20,2,38,0,0,1,1.0
7202,15933.0,5814,38.0,2023,5,11,19,14,0,0,1,1.0
7203,5022.0,5999,68.0,2023,10,26,7,22,1,0,0,1.0
7204,29914.0,5812,51.0,2023,9,14,12,28,0,0,1,1.0
7205,36058.0,5411,60.0,2023,6,16,10,38,0,1,0,1.0
7206,88789.0,5411,19.0,2023,11,27,5,29,0,1,0,1.0
7207,26988.0,5411,79.0,2024,3,1,15,54,0,1,0,1.0
7208,647.0,5912,47.0,2023,5,21,16,9,0,0,1,1.0
7209,87477.0,5912,31.0,2024,7,3,16,37,1,0,0,1.0
7210,15278.0,5999,34.0,2023,1,7,2,48,0,0,1,1.0
7211,11221.0,5812,71.0,2023,5,9,3,0,1,0,0,1.0
7212,56372.0,5912,47.0,2023,6,8,3,42,0,1,0,1.0
7213,99532.0,5912,33.0,2023,3,6,17,20,1,0,0,1.0
7214,90991.0,5999,57.0,2024,2,13,21,5,1,0,0,1.0
7215,64946.0,5999,63.0,2023,5,10,19,49,0,1,0,1.0
7216,591.0,5912,44.0,2024,1,1,6,39,1,0,0,1.0
7217,87399.0,5411,79.0,2023,10,18,0,56,1,0,0,1.0
7218,39696.0,5814,65.0,2023,5,9,0,2,1,0,0,1.0
7219,32280.0,5999,27.0,2023,3,12,0,57,0,0,1,1.0
7220,231.0,5999,80.0,2024,1,13,21,18,0,0,1,1.0
7221,78559.0,5812,70.0,2024,3,20,4,27,0,0,1,1.0
7222,99589.0,5814,50.0,2023,6,16,10,44,0,0,1,1.0
7223,43462.0,5411,37.0,2023,7,13,14,5,1,0,0,1.0
7224,681.0,5912,64.0,2023,6,10,1,27,1,0,0,1.0
7225,76993.0,5999,63.0,2023,9,19,20,37,1,0,0,1.0
7226,72102.0,5814,35.0,2023,8,7,3,7,0,0,1,1.0
7227,20830.0,5411,52.0,2024,2,3,18,21,1,0,0,1.0
7228,13503.0,5999,39.0,2023,7,26,8,57,1,0,0,1.0
7229,30938.0,5812,18.0,2023,12,10,5,34,1,0,0,1.0
7230,65484.0,5411,77.0,2023,10,18,1,57,0,0,1,1.0
7231,36372.0,5814,23.0,2023,1,9,4,34,1,0,0,1.0
7232,919.0,5812,18.0,2023,10,6,0,36,1,0,0,1.0
7233,62717.0,5912,67.0,2023,11,12,17,34,0,0,1,1.0
7234,10320.0,5999,37.0,2023,10,6,8,34,0,1,0,1.0
7235,79039.0,5999,71.0,2023,5,30,13,28,1,0,0,1.0
7236,41120.0,5411,70.0,2023,1,9,16,34,1,0,0,1.0
7237,64716.0,5812,36.0,2023,5,30,20,20,0,1,0,1.0
7238,86488.0,5812,23.0,2023,9,19,5,19,0,0,1,1.0
7239,77105.0,5411,75.0,2023,7,11,10,52,0,0,1,1.0
7240,101.0,5999,37.0,2024,2,19,2,12,1,0,0,1.0
7241,99602.0,5812,56.0,2023,10,15,22,54,0,1,0,1.0
7242,97565.0,5999,58.0,2024,4,21,18,42,0,1,0,1.0
7243,54410.0,5411,58.0,2024,2,21,23,16,1,0,0,1.0
7244,80079.0,5912,76.0,2023,11,20,20,9,0,0,1,1.0
7245,22221.0,5999,74.0,2023,8,8,11,19,0,0,1,1.0
7246,85851.0,5812,34.0,2024,1,24,10,52,1,0,0,1.0
7247,20318.0,5814,46.0,2024,7,1,9,13,0,0,1,1.0
7248,182.0,5999,19.0,2023,6,18,18,43,0,1,0,1.0
7249,94745.0,5814,31.0,2023,9,14,22,48,0,1,0,1.0
7250,89732.0,5814,45.0,2023,5,8,10,52,0,1,0,1.0
7251,90439.0,5411,77.0,2024,3,23,10,36,1,0,0,1.0
7252,28613.0,5411,31.0,2023,11,25,1,25,0,1,0,1.0
7253,65424.0,5999,64.0,2024,2,18,22,28,1,0,0,1.0
7254,86797.0,5999,33.0,2024,2,28,16,48,0,1,0,1.0
7255,70385.0,5912,49.0,2023,12,19,14,17,0,0,1,1.0
7256,15.0,5812,20.0,2023,5,22,6,19,0,0,1,1.0
7257,2373.0,5814,61.0,2023,8,21,15,4,1,0,0,1.0
7258,65662.0,5814,64.0,2023,11,24,3,13,0,0,1,1.0
7259,16179.0,5814,75.0,2023,9,28,17,42,0,0,1,1.0
7260,888.0,5812,77.0,2023,12,16,10,41,1,0,0,1.0
7261,17685.0,5411,79.0,2023,1,11,6,25,0,0,1,1.0
7262,56293.0,5912,61.0,2023,9,11,13,53,1,0,0,1.0
7263,29884.0,5411,68.0,2023,7,18,19,56,1,0,0,1.0
7264,249.0,5999,44.0,2023,1,8,12,16,1,0,0,1.0
7265,73813.0,5912,37.0,2024,1,21,3,29,0,0,1,1.0
7266,74532.0,5999,70.0,2024,3,22,16,21,0,1,0,1.0
7267,94789.0,5812,41.0,2023,1,11,18,32,1,0,0,1.0
7268,94984.0,5999,27.0,2024,3,2,23,51,0,1,0,1.0
7269,56923.0,5411,58.0,2023,7,8,5,41,0,0,1,1.0
7270,55116.0,5814,65.0,2024,5,14,11,0,0,1,0,1.0
7271,54304.0,5812,53.0,2024,2,19,14,10,0,1,0,1.0
7272,599.0,5814,53.0,2024,5,3,23,59,0,1,0,1.0
7273,27979.0,5814,31.0,2023,8,17,5,28,1,0,0,1.0
7274,43495.0,5814,41.0,2023,8,19,22,39,0,1,0,1.0
7275,29289.0,5814,60.0,2024,4,5,20,23,1,0,0,1.0
7276,77180.0,5912,67.0,2023,6,13,0,40,0,0,1,1.0
7277,48599.0,5814,32.0,2023,9,13,8,43,0,0,1,1.0
7278,11405.0,5411,40.0,2024,2,27,9,21,1,0,0,1.0
7279,66769.0,5411,60.0,2023,11,15,9,8,0,1,0,1.0
7280,750.0,5912,47.0,2023,6,22,4,10,1,0,0,1.0
7281,76076.0,5411,70.0,2023,7,22,7,17,0,0,1,1.0
7282,13828.0,5814,78.0,2023,12,31,14,47,1,0,0,1.0
7283,77090.0,5411,32.0,2023,6,23,15,50,1,0,0,1.0
7284,26885.0,5912,52.0,2023,9,20,2,3,0,0,1,1.0
7285,41521.0,5814,27.0,2024,8,5,2,36,0,1,0,1.0
7286,32006.0,5814,53.0,2024,3,18,22,58,0,0,1,1.0
7287,26110.0,5912,28.0,2023,10,10,5,8,0,1,0,1.0
7288,285.0,5814,19.0,2023,7,28,21,36,0,1,0,1.0
7289,3807.0,5912,58.0,2023,6,26,5,8,1,0,0,1.0
7290,3157.0,5912,64.0,2023,9,7,8,5,1,0,0,1.0
7291,9024.0,5814,41.0,2023,8,14,19,52,0,1,0,1.0
7292,55256.0,5411,78.0,2023,6,12,0,59,1,0,0,1.0
7293,75210.0,5814,55.0,2023,3,8,23,3,0,0,1,1.0
7294,36270.0,5812,21.0,2023,9,30,11,36,1,0,0,1.0
7295,52892.0,5999,44.0,2024,2,20,23,59,0,1,0,1.0
7296,776.0,5411,30.0,2023,12,12,19,4,0,0,1,1.0
7297,75535.0,5812,69.0,2023,6,27,19,3,0,0,1,1.0
7298,8550.0,5812,42.0,2023,5,12,6,46,0,0,1,1.0
7299,71393.0,5999,54.0,2024,3,3,17,38,1,0,0,1.0
7300,906.0,5814,46.0,2023,7,17,23,32,0,0,1,1.0
7301,5229.0,5814,62.0,2023,8,21,8,4,0,1,0,1.0
7302,90327.0,5411,25.0,2023,11,6,1,14,0,0,1,1.0
7303,14753.0,5814,73.0,2024,2,20,22,23,0,1,0,1.0
7304,227.0,5912,27.0,2023,6,19,18,53,0,1,0,1.0
7305,19267.0,5411,58.0,2023,6,9,13,47,0,1,0,1.0
7306,29186.0,5814,52.0,2023,6,29,5,6,0,0,1,1.0
7307,20526.0,5814,59.0,2023,12,25,17,8,1,0,0,1.0
7308,29326.0,5411,55.0,2024,9,5,3,15,1,0,0,1.0
7309,22224.0,5912,64.0,2023,6,12,20,9,1,0,0,1.0
7310,84326.0,5814,30.0,2023,8,25,19,24,0,1,0,1.0
7311,64038.0,5814,72.0,2023,7,11,18,16,1,0,0,1.0
7312,389.0,5912,54.0,2024,6,5,18,36,0,0,1,1.0
7313,55690.0,5999,33.0,2023,4,10,4,42,0,1,0,1.0
7314,25155.0,5814,69.0,2024,4,2,22,35,0,1,0,1.0
7315,48057.0,5912,62.0,2023,12,18,23,49,0,1,0,1.0
7316,39923.0,5912,18.0,2023,7,15,20,27,0,1,0,1.0
7317,26117.0,5812,66.0,2023,8,13,9,52,0,1,0,1.0
7318,99425.0,5814,25.0,2023,8,27,23,18,1,0,0,1.0
7319,84067.0,5912,72.0,2024,1,17,14,22,0,1,0,1.0
7320,65.0,5999,68.0,2023,8,18,15,36,0,0,1,1.0
7321,56001.0,5814,75.0,2023,9,17,1,6,0,0,1,1.0
7322,71478.0,5812,71.0,2023,3,11,12,29,0,0,1,1.0
7323,92154.0,5999,75.0,2024,7,1,23,56,0,0,1,1.0
7324,51631.0,5999,48.0,2024,4,13,17,57,1,0,0,1.0
7325,34667.0,5814,44.0,2023,12,13,2,28,1,0,0,1.0
7326,95891.0,5912,61.0,2024,8,1,13,51,1,0,0,1.0
7327,21383.0,5411,66.0,2023,8,25,10,27,0,0,1,1.0
7328,571.0,5912,64.0,2024,7,4,0,51,0,0,1,1.0
7329,5182.0,5912,74.0,2024,1,3,11,57,1,0,0,1.0
7330,71475.0,5912,29.0,2024,1,16,23,26,0,0,1,1.0
7331,54932.0,5912,19.0,2024,4,14,4,5,0,0,1,1.0
7332,99633.0,5814,63.0,2024,1,4,19,46,0,0,1,1.0
7333,50549.0,5812,30.0,2023,12,9,6,3,1,0,0,1.0
7334,94656.0,5812,56.0,2023,11,9,13,44,0,1,0,1.0
7335,21054.0,5411,20.0,2023,10,10,2,34,1,0,0,1.0
7336,650.0,5999,68.0,2024,1,28,2,26,1,0,0,1.0
7337,72715.0,5814,75.0,2023,10,28,19,29,0,0,1,1.0
7338,57694.0,5912,44.0,2024,1,27,16,49,0,1,0,1.0
7339,86223.0,5912,53.0,2023,5,23,4,37,0,0,1,1.0
7340,237.0,5912,54.0,2024,9,2,14,46,0,1,0,1.0
7341,50289.0,5411,34.0,2023,1,9,10,11,1,0,0,1.0
7342,77111.0,5812,54.0,2024,7,4,1,54,1,0,0,1.0
7343,63649.0,5999,18.0,2023,12,7,22,16,0,1,0,1.0
7344,364.0,5814,43.0,2023,9,15,17,4,0,1,0,1.0
7345,5759.0,5411,67.0,2024,4,20,0,52,1,0,0,1.0
7346,51488.0,5912,21.0,2023,10,17,5,10,0,0,1,1.0
7347,22036.0,5812,30.0,2024,4,21,10,1,0,0,1,1.0
7348,29594.0,5912,49.0,2023,5,19,13,43,1,0,0,1.0
7349,5388.0,5411,57.0,2023,10,9,2,45,0,1,0,1.0
7350,65168.0,5411,54.0,2023,6,8,7,37,1,0,0,1.0
7351,57695.0,5999,39.0,2023,8,24,3,3,0,0,1,1.0
7352,552.0,5814,76.0,2023,8,12,19,21,0,1,0,1.0
7353,67862.0,5814,76.0,2024,2,19,20,7,1,0,0,1.0
7354,21791.0,5999,44.0,2023,6,7,4,58,1,0,0,1.0
7355,83210.0,5912,63.0,2024,9,5,7,6,1,0,0,1.0
7356,43896.0,5814,30.0,2023,8,18,11,43,1,0,0,1.0
7357,46250.0,5814,56.0,2024,2,20,2,33,0,1,0,1.0
7358,93854.0,5812,76.0,2023,9,20,10,59,0,1,0,1.0
7359,64708.0,5814,57.0,2024,5,4,23,21,0,0,1,1.0
7360,743.0,5812,45.0,2023,12,20,5,14,0,0,1,1.0
7361,22448.0,5912,44.0,2023,12,10,13,23,0,0,1,1.0
7362,23397.0,5999,49.0,2023,7,11,21,25,0,0,1,1.0
7363,80579.0,5814,79.0,2024,3,28,22,34,0,0,1,1.0
7364,40752.0,5912,77.0,2023,2,11,14,33,0,1,0,1.0
7365,38568.0,5912,28.0,2023,6,14,19,27,0,1,0,1.0
7366,92188.0,5411,49.0,2024,11,3,21,59,1,0,0,1.0
7367,72564.0,5812,75.0,2023,8,9,20,54,1,0,0,1.0
7368,799.0,5814,57.0,2023,10,30,14,32,0,1,0,1.0
7369,66234.0,5912,33.0,2023,12,12,23,20,1,0,0,1.0
7370,73814.0,5814,27.0,2023,7,23,15,9,1,0,0,1.0
7371,54234.0,5814,60.0,2023,6,15,12,10,0,0,1,1.0
7372,83000.0,5999,48.0,2023,7,6,7,8,0,1,0,1.0
7373,87799.0,5999,20.0,2023,9,29,21,10,0,0,1,1.0
7374,42331.0,5411,79.0,2024,4,19,21,10,0,1,0,1.0
7375,22689.0,5999,66.0,2023,4,12,23,8,0,1,0,1.0
7376,196.0,5912,34.0,2023,8,27,10,33,1,0,0,1.0
7377,67793.0,5814,45.0,2023,5,27,19,13,1,0,0,1.0
7378,90062.0,5411,42.0,2023,4,8,19,34,0,0,1,1.0
7379,69429.0,5812,71.0,2023,12,23,11,49,0,1,0,1.0
7380,55.0,5999,76.0,2024,12,4,7,1,0,0,1,1.0
7381,26018.0,5812,51.0,2024,3,19,20,38,0,1,0,1.0
7382,49623.0,5411,19.0,2024,5,4,22,32,0,0,1,1.0
7383,76942.0,5814,24.0,2023,9,25,0,34,0,0,1,1.0
7384,440.0,5814,44.0,2024,1,18,7,36,0,1,0,1.0
7385,29934.0,5814,24.0,2024,3,29,2,50,0,1,0,1.0
7386,88709.0,5411,26.0,2023,10,13,20,41,1,0,0,1.0
7387,30143.0,5999,74.0,2023,12,8,1,57,1,0,0,1.0
7388,3422.0,5912,69.0,2024,12,5,8,24,1,0,0,1.0
7389,17210.0,5912,57.0,2024,3,4,2,21,0,0,1,1.0
7390,33127.0,5912,33.0,2023,6,9,1,11,0,1,0,1.0
7391,92699.0,5912,18.0,2024,4,2,6,50,0,1,0,1.0
7392,387.0,5912,79.0,2023,12,9,19,53,1,0,0,1.0
7393,40453.0,5999,58.0,2023,12,10,2,44,1,0,0,1.0
7394,90805.0,5812,28.0,2024,1,22,12,33,0,0,1,1.0
7395,67992.0,5411,37.0,2023,9,17,0,28,1,0,0,1.0
7396,66679.0,5999,65.0,2023,2,10,21,10,0,1,0,1.0
7397,92112.0,5814,66.0,2023,12,15,8,36,1,0,0,1.0
7398,33338.0,5812,47.0,2024,2,4,23,12,0,0,1,1.0
7399,79528.0,5912,34.0,2024,3,17,9,39,0,0,1,1.0
7400,344.0,5812,33.0,2023,10,29,13,36,0,0,1,1.0
7401,75708.0,5999,36.0,2024,12,3,22,55,0,1,0,1.0
7402,91465.0,5999,56.0,2023,11,6,11,15,0,0,1,1.0
7403,46897.0,5814,19.0,2024,3,17,18,40,1,0,0,1.0
7404,6559.0,5912,47.0,2024,3,24,10,21,0,0,1,1.0
7405,44210.0,5912,49.0,2024,5,14,21,25,0,0,1,1.0
7406,79597.0,5814,56.0,2024,10,3,10,11,0,1,0,1.0
7407,9431.0,5411,77.0,2023,5,8,0,3,1,0,0,1.0
7408,828.0,5411,35.0,2023,9,8,7,0,0,1,0,1.0
7409,67382.0,5411,78.0,2023,5,8,17,23,1,0,0,1.0
7410,97338.0,5812,32.0,2023,10,13,17,12,0,0,1,1.0
7411,49403.0,5912,80.0,2024,3,20,12,56,0,1,0,1.0
7412,81688.0,5999,48.0,2023,7,6,15,38,0,1,0,1.0
7413,14052.0,5912,63.0,2023,9,23,12,53,0,1,0,1.0
7414,43858.0,5912,53.0,2023,6,12,21,21,0,0,1,1.0
7415,7090.0,5812,35.0,2023,10,27,7,29,0,1,0,1.0
7416,534.0,5411,42.0,2023,9,21,7,10,1,0,0,1.0
7417,41941.0,5999,53.0,2024,6,4,16,9,1,0,0,1.0
7418,36237.0,5812,70.0,2023,7,21,5,58,0,1,0,1.0
7419,39299.0,5812,48.0,2023,3,8,6,57,0,0,1,1.0
7420,660.0,5411,39.0,2023,9,25,15,7,0,0,1,1.0
7421,28185.0,5814,45.0,2023,6,29,17,17,1,0,0,1.0
7422,81424.0,5812,22.0,2023,11,18,12,28,1,0,0,1.0
7423,96978.0,5912,61.0,2023,8,10,23,14,0,0,1,1.0
7424,428.0,5812,22.0,2024,1,3,12,37,0,1,0,1.0
7425,28151.0,5411,51.0,2023,12,26,3,33,1,0,0,1.0
7426,97395.0,5812,71.0,2023,6,27,20,25,0,1,0,1.0
7427,32430.0,5411,62.0,2024,2,24,15,50,0,0,1,1.0
7428,40575.0,5814,76.0,2023,12,14,2,22,1,0,0,1.0
7429,75136.0,5912,69.0,2024,1,19,12,43,0,1,0,1.0
7430,11784.0,5812,47.0,2023,6,24,23,46,0,0,1,1.0
7431,79250.0,5812,77.0,2023,11,21,16,48,1,0,0,1.0
7432,304.0,5814,37.0,2023,8,12,11,46,0,1,0,1.0
7433,40977.0,5999,45.0,2023,4,9,19,55,0,1,0,1.0
7434,5870.0,5999,19.0,2024,4,17,19,58,0,0,1,1.0
7435,5062.0,5912,62.0,2023,11,15,7,2,1,0,0,1.0
7436,55614.0,5814,40.0,2023,12,28,16,4,1,0,0,1.0
7437,9787.0,5999,30.0,2023,11,28,3,31,1,0,0,1.0
7438,68978.0,5411,54.0,2023,11,7,23,4,1,0,0,1.0
7439,30105.0,5912,18.0,2023,10,15,21,29,0,0,1,1.0
7440,120.0,5999,62.0,2023,7,30,21,49,0,0,1,1.0
7441,77776.0,5912,61.0,2023,12,16,7,22,0,1,0,1.0
7442,17963.0,5912,80.0,2024,2,27,10,20,1,0,0,1.0
7443,29579.0,5411,48.0,2024,5,13,20,42,0,1,0,1.0
7444,95509.0,5999,36.0,2023,12,23,22,29,0,0,1,1.0
7445,17758.0,5411,45.0,2023,9,11,14,19,1,0,0,1.0
7446,87985.0,5812,31.0,2024,1,5,4,54,0,1,0,1.0
7447,5522.0,5999,32.0,2023,12,16,4,4,0,0,1,1.0
7448,802.0,5999,27.0,2023,11,22,12,57,0,0,1,1.0
7449,53284.0,5812,25.0,2023,12,8,0,58,1,0,0,1.0
7450,89826.0,5411,49.0,2023,12,19,9,44,1,0,0,1.0
7451,10956.0,5812,51.0,2023,6,26,20,54,0,0,1,1.0
7452,38316.0,5814,18.0,2024,7,3,7,42,0,1,0,1.0
7453,4306.0,5912,58.0,2023,12,20,19,34,0,1,0,1.0
7454,5176.0,5411,67.0,2023,10,31,12,42,0,1,0,1.0
7455,41315.0,5814,38.0,2023,9,26,8,38,0,1,0,1.0
7456,845.0,5912,35.0,2023,5,6,17,45,0,1,0,1.0
7457,21289.0,5814,69.0,2024,2,20,9,5,0,0,1,1.0
7458,7563.0,5812,41.0,2024,2,19,13,17,0,0,1,1.0
7459,37347.0,5812,20.0,2024,5,3,22,9,0,0,1,1.0
7460,934.0,5999,69.0,2023,3,8,23,22,0,1,0,1.0
7461,56212.0,5912,44.0,2024,2,25,19,32,1,0,0,1.0
7462,1980.0,5411,23.0,2023,8,8,6,20,0,1,0,1.0
7463,32568.0,5812,30.0,2023,6,7,17,44,0,0,1,1.0
7464,156.0,5999,58.0,2024,5,14,13,21,0,1,0,1.0
7465,69696.0,5411,65.0,2024,4,21,4,20,0,0,1,1.0
